Star Rating,Monster Name,Quest,Runner,Time,Time (s),Weapon,Platform,Monster/General,Quest/General,Monster/Weapon,Quest/Weapon
3,Brachydios,Special Arena: MR Brachydios,DB中二,"05'54""99",354.99,GS,PS4,61,61,5,5
3,Brachydios,Special Arena: MR Brachydios,NOTMEREALLY,"06'52""73",412.73,IG,Xbox,62,62,2,2
3,Brachydios,Special Arena: MR Brachydios,Peco,"07'28""75",448.75,SnS,PS4,63,63,1,1
3,Diablos,Special Arena: MR Diablos,TBT,"01'42""58",102.58,LBG,PC,1,1,1,1
3,Diablos,Special Arena: MR Diablos,KurisuFact,"01'44""06",104.06,LBG,PC,2,2,2,2
3,Diablos,Special Arena: MR Diablos,VANS,"01'46""05",106.05,HBG,PC,3,3,1,1
3,Diablos,Special Arena: MR Diablos,早餐奶 (airA),"01'46""63",106.63,HBG,PC,4,4,2,2
3,Diablos,Special Arena: MR Diablos,冰凌银爵,"01'52""65",112.65,Bow,PC,5,5,1,1
3,Diablos,A Line in the Sand,RocksteadyIsMyDaddy,"01'53""80",113.8,CB,PS4,6,1,1,1
3,Diablos,A Line in the Sand,AkantoreX,"01'55""31",115.31,CB,PC,7,2,2,2
3,Diablos,Special Arena: MR Diablos,AkantoreX,"02'18""11",138.11,CB,PC,8,6,3,1
3,Diablos,Special Arena: MR Diablos,RocksteadyIsMyDaddy,"02'21""75",141.75,CB,PS4,9,7,4,2
3,Diablos,Special Arena: MR Diablos,我天命上班 (Misaka517),"02'23""96",143.96,Bow,PC,10,8,2,2
3,Diablos,Special Arena: MR Diablos,トモキ (Tomoki),"02'28""90",148.9,LBG,PS4,11,9,3,3
3,Diablos,Special Arena: MR Diablos,Tidus69,"02'37""53",157.53,Bow,PC,12,10,3,3
3,Diablos,Special Arena: MR Diablos,21firered ,"02'43""81",163.81,CB,PC,13,11,5,3
3,Diablos,Special Arena: MR Diablos,Orion,"02'47""01",167.01,CB,PC,14,12,6,4
3,Diablos,Special Arena: MR Diablos,Nito,"02'47""78",167.78,CB,PC,15,13,7,5
3,Diablos,Special Arena: MR Diablos,Huuuch_,"02'52""33",172.33,LBG,PS4,16,14,4,4
3,Diablos,Special Arena: MR Diablos,Lupin lll,"02'57""50",177.5,HBG,PS4,17,15,3,3
3,Diablos,Special Arena: MR Diablos,Biggs,"02'59""99",179.99,CB,PS4,18,16,8,6
3,Diablos,A Line in the Sand,動物愛護団体(UARAKI_SSW),"03'04""81",184.81,CB,PS4,19,3,9,3
3,Diablos,Special Arena: MR Diablos,Datenshee,"03'06""85",186.85,CB,PS4,20,17,10,7
3,Diablos,Special Arena: MR Diablos,KurisuFutoi,"03'10""16",190.16,Bow,PC,21,18,4,4
3,Diablos,Special Arena: MR Diablos,Mistil,"03'20""35",200.35,GS,PC,22,19,1,1
3,Diablos,Special Arena: MR Diablos,LordViettner,"03'27""25",207.25,LBG,PS4,23,20,5,5
3,Diablos,Special Arena: MR Diablos,Zero,"03'44""86",224.86,LS,PS4,24,21,1,1
3,Diablos,Special Arena: MR Diablos,woodfishman,"03'47""80",227.8,LS,PS4,25,22,2,2
3,Diablos,Special Arena: MR Diablos,♔ Supernerd,"03'48""00",228.0,SA,PC,26,23,1,1
3,Diablos,Special Arena: MR Diablos,P!ngz-,"03'51""16",231.16,HBG,PS4,27,24,4,4
3,Diablos,Special Arena: MR Diablos,KurisuFutoi,"03'58""05",238.05,DB,PS4,28,25,1,1
3,Diablos,Special Arena: MR Diablos,Dichie Shiori,"04'04""15",244.15,Lance,PS4,29,26,1,1
3,Diablos,Special Arena: MR Diablos,Karma,"04'35""15",275.15,LS,Xbox,30,27,3,3
3,Diablos,Special Arena: MR Diablos,アフロさん (Aphrodite),"04'46""01",286.01,Lance,PS4,31,28,2,2
3,Diablos,Special Arena: MR Diablos,woodfishman,"04'48""38",288.38,Lance,PS4,32,29,3,3
3,Diablos,Special Arena: MR Diablos,あきさん (akisan),"04'50""60",290.6,CB,PS4,33,30,11,8
3,Diablos,Special Arena: MR Diablos,Konzikinoyami,"04'51""81",291.81,SA,PS4,34,31,2,2
3,Diablos,Special Arena: MR Diablos,惠飛須沢胡桃,"04'52""25",292.25,HH,PS4,35,32,1,1
3,Diablos,Special Arena: MR Diablos,Taxman,"05'01""68",301.68,HH,PC,36,33,2,2
3,Diablos,Special Arena: MR Diablos,twiknight,"05'19""90",319.9,GS,PS4,37,34,2,2
3,Diablos,Special Arena: MR Diablos,ヤノ氏「紅」 (Yanoshi Kurenai),"05'27""75",327.75,HH,PS4,38,35,3,3
3,Diablos,Special Arena: MR Diablos,Feldunost,"05'55""91",355.91,Lance,PS4,39,36,4,4
3,Diablos,Special Arena: MR Diablos,Right,"08'17""65",497.65,LS,PS4,40,37,4,4
3,Glavenus,Special Arena: MR Glavenus,Lis,"02'18""08",138.08,Bow,PC,1,1,1,1
3,Glavenus,Special Arena: MR Glavenus,量子催眠,"02'18""99",138.99,HBG,PC,2,2,1,1
3,Glavenus,Special Arena: MR Glavenus,我天命上班 (Misaka517),"02'22""58",142.58,Bow,PC,3,3,2,2
3,Glavenus,Special Arena: MR Glavenus,Saico,"02'23""21",143.21,Bow,PC,4,4,3,3
3,Glavenus,Special Arena: MR Glavenus,GhostCortex,"02'31""41",151.41,DB,PC,5,5,1,1
3,Glavenus,Special Arena: MR Glavenus,早餐奶 (airA),"02'35""88",155.88,HBG,PC,6,6,2,2
3,Glavenus,Special Arena: MR Glavenus,crafter_king_,"02'38""26",158.26,Bow,PC,7,7,4,4
3,Glavenus,Special Arena: MR Glavenus,ネコがみ (Nekogami Kuroha),"02'40""58",160.58,Bow,PS4,8,8,5,5
3,Glavenus,Special Arena: MR Glavenus,TBT,"02'43""71",163.71,LBG,PC,9,9,1,1
3,Glavenus,Special Arena: MR Glavenus,Heartfilia,"02'45""76",165.76,LS,PC,10,10,1,1
3,Glavenus,Special Arena: MR Glavenus,crafter_king_,"02'49""15",169.15,HBG,PC,11,11,3,3
3,Glavenus,Special Arena: MR Glavenus,Rolltorest,"02'50""58",170.58,LBG,PC,12,12,2,2
3,Glavenus,Special Arena: MR Glavenus,Neneroo,"02'55""36",175.36,Hammer,PC,13,13,1,1
3,Glavenus,Special Arena: MR Glavenus,AkantoreX,"02'57""96",177.96,CB,PC,14,14,1,1
3,Glavenus,Special Arena: MR Glavenus,Crowoly,"03'00""80",180.8,DB,PC,15,15,2,2
3,Glavenus,Special Arena: MR Glavenus,花舞,"03'03""20",183.2,DB,PC,16,16,3,3
3,Glavenus,Special Arena: MR Glavenus,RrCa,"03'04""23",184.23,LS,PC,17,17,2,2
3,Glavenus,Special Arena: MR Glavenus,贞德,"03'06""58",186.58,GL,PC,18,18,1,1
3,Glavenus,Special Arena: MR Glavenus,りざRZX,"03'07""13",187.13,Bow,PS4,19,19,6,6
3,Glavenus,Special Arena: MR Glavenus,Moissa莫桑,"03'07""65",187.65,CB,PC,20,20,2,2
3,Glavenus,Special Arena: MR Glavenus,Mars丶永恒,"03'09""68",189.68,LS,PC,21,21,3,3
3,Glavenus,Special Arena: MR Glavenus,なつめ棗 (Natsume),"03'11""51",191.51,DB,PS4,22,22,4,4
3,Glavenus,Special Arena: MR Glavenus,ぶー,"03'12""76",192.76,Bow,PS4,23,23,7,7
3,Glavenus,Special Arena: MR Glavenus,xa9Re,"03'18""36",198.36,CB,PS4,24,24,3,3
3,Glavenus,Special Arena: MR Glavenus,c.c.,"03'18""73",198.73,GL,PC,25,25,2,2
3,Glavenus,Special Arena: MR Glavenus,xa9Re,"03'25""05",205.05,GS,PS4,26,26,1,1
3,Glavenus,Special Arena: MR Glavenus,Kekko,"03'25""41",205.41,SA,PC,27,27,1,1
3,Glavenus,Special Arena: MR Glavenus,更新姬Tama(ハイ マオ),"03'25""41",205.41,SnS,PC,28,28,1,1
3,Glavenus,Special Arena: MR Glavenus,Kahlan,"03'27""23",207.23,CB,PC,29,29,4,4
3,Glavenus,Special Arena: MR Glavenus,Arthur (肉卷大大),"03'27""78",207.78,DB,PS4,30,30,5,5
3,Glavenus,Special Arena: MR Glavenus,黑子 (Kuroko),"03'28""38",208.38,LS,PC,31,31,4,4
3,Glavenus,Special Arena: MR Glavenus,烈酒,"03'28""73",208.73,LS,PC,32,32,5,5
3,Glavenus,Special Arena: MR Glavenus,猫车川KT (chimera),"03'30""99",210.99,LS,PS4,33,33,6,6
3,Glavenus,Special Arena: MR Glavenus,4nToN (4nN),"03'32""16",212.16,Bow,PS4,34,34,8,8
3,Glavenus,Special Arena: MR Glavenus,雪舞,"03'32""99",212.99,HBG,PS4,35,35,4,4
3,Glavenus,Special Arena: MR Glavenus,香子兰 (Vanilla),"03'33""55",213.55,DB,PS4,36,36,6,6
3,Glavenus,Special Arena: MR Glavenus,トモキ (Tomoki),"03'34""55",214.55,LBG,PS4,37,37,3,3
3,Glavenus,Special Arena: MR Glavenus,Millan Rain,"03'35""56",215.56,Bow,PS4,38,38,9,9
3,Glavenus,Special Arena: MR Glavenus,slime,"03'36""48",216.48,SnS,PC,39,39,2,2
3,Glavenus,Special Arena: MR Glavenus,Elansil,"03'38""36",218.36,CB,PC,40,40,5,5
3,Glavenus,Special Arena: MR Glavenus,LEVIN,"03'38""60",218.6,LS,PS4,41,41,7,7
3,Glavenus,Special Arena: MR Glavenus, Mai LBG,"03'39""53",219.53,LBG,PS4,42,42,4,4
3,Glavenus,Special Arena: MR Glavenus,DDD,"03'39""76",219.76,GS,PS4,43,43,2,2
3,Glavenus,Special Arena: MR Glavenus,Aqua (tigana0210),"03'40""28",220.28,Hammer,PS4,44,44,2,2
3,Glavenus,Special Arena: MR Glavenus,かげろう (Kagerou),"03'40""50",220.5,LS,PS4,45,45,8,8
3,Glavenus,Special Arena: MR Glavenus,xa9Re,"03'40""78",220.78,Hammer,PS4,46,46,3,3
3,Glavenus,Special Arena: MR Glavenus,シロネコ (Shironeko),"03'41""05",221.05,LS,PS4,47,47,9,9
3,Glavenus,Special Arena: MR Glavenus,Luminous眠,"03'41""31",221.31,Hammer,PS4,48,48,4,4
3,Glavenus,Special Arena: MR Glavenus,GodHi,"03'43""58",223.58,GL,PC,49,49,3,3
3,Glavenus,Special Arena: MR Glavenus,瓜皮天天天天子,"03'46""98",226.98,CB,PC,50,50,6,6
3,Glavenus,Special Arena: MR Glavenus,xa9Re,"03'47""43",227.43,HH,PS4,51,51,1,1
3,Glavenus,Special Arena: MR Glavenus,らいおんねこ,"03'47""93",227.93,CB,PS4,52,52,7,7
3,Glavenus,Special Arena: MR Glavenus,Vita,"03'47""99",227.99,SA,PS4,53,53,2,2
3,Glavenus,Special Arena: MR Glavenus,TKO,"03'51""06",231.06,GL,PS4,54,54,4,4
3,Glavenus,Special Arena: MR Glavenus,Bluejet,"03'52""70",232.7,CB,PC,55,55,8,8
3,Glavenus,Special Arena: MR Glavenus,Momo,"03'54""91",234.91,Bow,PS4,56,56,10,10
3,Glavenus,Special Arena: MR Glavenus,トーリィ (Torri),"03'55""78",235.78,Bow,PS4,57,57,11,11
3,Glavenus,Special Arena: MR Glavenus,CieL,"03'56""56",236.56,Hammer,PS4,58,58,5,5
3,Glavenus,Special Arena: MR Glavenus,wellX1,"03'56""78",236.78,Hammer,PS4,59,59,6,6
3,Glavenus,Special Arena: MR Glavenus,TKO,"03'56""80",236.8,IG,PS4,60,60,1,1
3,Glavenus,Special Arena: MR Glavenus,iwa,"03'59""26",239.26,CB,PS4,61,61,9,9
3,Glavenus,Special Arena: MR Glavenus,だるまゆき (Daruma Yuki),"04'08""05",248.05,SA,PS4,62,62,3,3
3,Glavenus,Special Arena: MR Glavenus,♔ Supernerd,"04'08""33",248.33,SA,PC,63,63,4,4
3,Glavenus,Special Arena: MR Glavenus,Mike Lee,"04'09""23",249.23,LS,PS4,64,64,10,10
3,Glavenus,Special Arena: MR Glavenus,超级弱,"04'12""26",252.26,Lance,PS4,65,65,1,1
3,Glavenus,Special Arena: MR Glavenus,玄茶,"04'15""70",255.7,Hammer,PS4,66,66,7,7
3,Glavenus,Special Arena: MR Glavenus,见月,"04'16""68",256.68,IG,PS4,67,67,2,2
3,Glavenus,Special Arena: MR Glavenus,TSC,"04'18""16",258.16,Hammer,PS4,68,68,8,8
3,Glavenus,Special Arena: MR Glavenus,Luminous眠,"04'18""33",258.33,GS,PS4,69,69,3,3
3,Glavenus,Special Arena: MR Glavenus,AmaDEUS_225,"04'19""86",259.86,HH,PS4,70,70,2,2
3,Glavenus,Special Arena: MR Glavenus,ZebraQuake,"04'23""20",263.2,IG,PS4,71,71,3,3
3,Glavenus,Special Arena: MR Glavenus,小绿,"04'26""99",266.99,SA,PS4,72,72,5,5
3,Glavenus,Special Arena: MR Glavenus,RadioUnit (아이스본망겜),"04'31""28",271.28,HH,PC,73,73,3,3
3,Glavenus,Special Arena: MR Glavenus,yinyin lai,"04'31""71",271.71,CB,PS4,74,74,10,10
3,Glavenus,Special Arena: MR Glavenus,YAMA,"04'32""10",272.1,GL,PS4,75,75,5,5
3,Glavenus,Special Arena: MR Glavenus,DanteMundus,"04'35""30",275.3,LS,PS4,76,76,11,11
3,Glavenus,Special Arena: MR Glavenus,TokekTokek,"04'40""56",280.56,Hammer,PS4,77,77,9,9
3,Glavenus,Special Arena: MR Glavenus,嘟嘟嚕,"04'41""99",281.99,SnS,PS4,78,78,3,3
3,Glavenus,Special Arena: MR Glavenus,ココ (coco),"04'50""18",290.18,CB,PS4,79,79,11,11
3,Glavenus,Special Arena: MR Glavenus,Rang,"04'56""16",296.16,SnS,PC,80,80,4,4
3,Glavenus,Special Arena: MR Glavenus,CantaPerMe,"05'03""76",303.76,LS,PS4,81,81,12,12
3,Glavenus,Special Arena: MR Glavenus,ミズキ (Mizuki),"05'18""16",318.16,CB,PS4,82,82,12,12
3,Glavenus,Special Arena: MR Glavenus,QTTSix (小六),"05'36""63",336.63,CB,PS4,83,83,13,13
3,Glavenus,Special Arena: MR Glavenus,Syake,"05'38""05",338.05,SnS,PS4,84,84,5,5
3,Glavenus,Special Arena: MR Glavenus,ポチョムキン (Potemkin),"05'47""95",347.95,SnS,PS4,85,85,6,6
3,Glavenus,Special Arena: MR Glavenus,Attacker,"07'31""40",451.4,DB,PS4,86,86,7,7
3,Glavenus,Special Arena: MR Glavenus,Peco,"07'45""23",465.23,SnS,PS4,87,87,7,7
3,Lavasioth,Everyone's a Critic,Eternal DU,"06'37""86",397.86,Hammer,PS4,1,1,1,1
3,Legiana,Special Arena: MR Legiana,Lupin lll,"01'20""00",80.0,HBG,PS4,1,1,1,1
3,Legiana,Special Arena: MR Legiana,早餐奶 (airA),"01'27""41",87.41,HBG,PC,2,2,2,2
3,Legiana,Special Arena: MR Legiana,Phemeto,"01'52""13",112.13,HBG,PS4,3,3,3,3
3,Legiana,Special Arena: MR Legiana,冰凌银爵,"01'53""85",113.85,Bow,PC,4,4,1,1
3,Legiana,Special Arena: MR Legiana,GhostCortex,"01'54""65",114.65,DB,PS4,5,5,1,1
3,Legiana,Special Arena: MR Legiana,我天命上班 (Misaka517),"01'56""65",116.65,Bow,PC,6,6,2,2
3,Legiana,Special Arena: MR Legiana,シロネコ (Shironeko),"02'14""76",134.76,Bow,PS4,7,7,3,3
3,Legiana,Special Arena: MR Legiana,なつめ棗 (Natsume),"02'21""88",141.88,DB,PS4,8,8,2,2
3,Legiana,Special Arena: MR Legiana,ケツの割れ目桃太 (Ketsunowarememomota),"02'23""15",143.15,LS,PS4,9,9,1,1
3,Legiana,Special Arena: MR Legiana,活潑君 (RIO),"02'31""10",151.1,GL,PC,10,10,1,1
3,Legiana,Special Arena: MR Legiana,Saico,"02'32""38",152.38,Bow,PS4,11,11,4,4
3,Legiana,Special Arena: MR Legiana,Orion,"02'33""30",153.3,CB,PC,12,12,1,1
3,Legiana,Special Arena: MR Legiana,TBT,"02'36""45",156.45,LBG,PS4,13,13,1,1
3,Legiana,Special Arena: MR Legiana,Eternal DU,"02'39""78",159.78,Hammer,PS4,14,14,1,1
3,Legiana,Special Arena: MR Legiana,烈酒,"02'46""91",166.91,LS,PC,15,15,2,2
3,Legiana,Special Arena: MR Legiana,Rolltorest,"02'47""43",167.43,LBG,PS4,16,16,2,2
3,Legiana,Special Arena: MR Legiana,Momo,"02'55""91",175.91,Bow,PS4,17,17,5,5
3,Legiana,Special Arena: MR Legiana,CeraCymmetry,"02'56""73",176.73,Hammer,PC,18,18,2,2
3,Legiana,Special Arena: MR Legiana,Deaga,"02'59""68",179.68,SA,PS4,19,19,1,1
3,Legiana,Special Arena: MR Legiana,眠爆圈,"03'07""99",187.99,LS,PS4,20,20,3,3
3,Legiana,Special Arena: MR Legiana,Attacker,"03'08""60",188.6,DB,PS4,21,21,3,3
3,Legiana,Special Arena: MR Legiana,Crukkz,"03'15""88",195.88,IG,PC,22,22,1,1
3,Legiana,Special Arena: MR Legiana,QBao,"03'16""23",196.23,LS,PS4,23,23,4,4
3,Legiana,Special Arena: MR Legiana,Datenshee,"03'17""65",197.65,CB,PC,24,24,2,2
3,Legiana,Special Arena: MR Legiana,twiknight,"03'29""21",209.21,GS,PS4,25,25,1,1
3,Legiana,Special Arena: MR Legiana,惠飛須沢胡桃,"03'30""30",210.3,HH,PC,26,26,1,1
3,Legiana,Special Arena: MR Legiana,NeroZed,"03'32""20",212.2,LS,PC,27,27,5,5
3,Legiana,Special Arena: MR Legiana,woodfishman,"03'48""20",228.2,Lance,PS4,28,28,1,1
3,Legiana,Special Arena: MR Legiana,P!ngz-,"03'56""40",236.4,HBG,PS4,29,29,4,4
3,Legiana,Special Arena: MR Legiana,RocksteadyIsMyDaddy,"04'25""26",265.26,CB,PS4,30,30,3,3
3,Legiana,Special Arena: MR Legiana,String,"04'26""33",266.33,Lance,PC,31,31,2,2
3,Legiana,Special Arena: MR Legiana,Taxman,"04'27""06",267.06,HH,PC,32,32,2,2
3,Legiana,Special Arena: MR Legiana,Syake,"04'31""78",271.78,SnS,PS4,33,33,1,1
3,Legiana,Special Arena: MR Legiana,Leon,"05'19""98",319.98,CB,PS4,34,34,4,4
3,Nargacuga,Special Arena: MR Nargacuga,量子催眠,"01'39""28",99.28,HBG,PC,1,1,1,1
3,Nargacuga,Special Arena: MR Nargacuga,早餐奶 (airA),"01'42""93",102.93,HBG,PC,2,2,2,2
3,Nargacuga,Special Arena: MR Nargacuga,Lupin lll,"01'44""23",104.23,HBG,PS4,3,3,3,3
3,Nargacuga,Special Arena: MR Nargacuga,slime,"01'54""86",114.86,SnS,PC,4,4,1,1
3,Nargacuga,Special Arena: MR Nargacuga,Saico,"01'56""60",116.6,Bow,PC,5,5,1,1
3,Nargacuga,Special Arena: MR Nargacuga,GhostCortex,"02'11""60",131.6,DB,PS4,6,6,1,1
3,Nargacuga,Special Arena: MR Nargacuga,TBT,"02'12""41",132.41,LBG,PS4,7,7,1,1
3,Nargacuga,Special Arena: MR Nargacuga,Heartfilia,"02'16""08",136.08,LS,PC,8,8,1,1
3,Nargacuga,Special Arena: MR Nargacuga,Rolltorest,"02'16""21",136.21,LBG,PS4,9,9,2,2
3,Nargacuga,Special Arena: MR Nargacuga,ネコがみ (Nekogami Kuroha),"02'17""45",137.45,Bow,PS4,10,10,2,2
3,Nargacuga,Special Arena: MR Nargacuga,冷忆,"02'20""30",140.3,LS,PC,11,11,2,2
3,Nargacuga,Special Arena: MR Nargacuga,fatalisrx,"02'20""95",140.95,SnS,PC,12,12,2,2
3,Nargacuga,Special Arena: MR Nargacuga,ぶー,"02'22""70",142.7,Bow,PS4,13,13,3,3
3,Nargacuga,Special Arena: MR Nargacuga,だーよし,"02'24""21",144.21,IG,PC,14,14,1,1
3,Nargacuga,Special Arena: MR Nargacuga,りざRZX,"02'25""03",145.03,Bow,PS4,15,15,4,4
3,Nargacuga,Special Arena: MR Nargacuga,花舞,"02'27""40",147.4,DB,PC,16,16,2,2
3,Nargacuga,Special Arena: MR Nargacuga,なつめ棗 (Natsume),"02'30""91",150.91,DB,PS4,17,17,3,3
3,Nargacuga,Special Arena: MR Nargacuga,普通人阿懒,"02'31""99",151.99,GS,PC,18,18,1,1
3,Nargacuga,Special Arena: MR Nargacuga,Apostle,"02'34""43",154.43,CB,PC,19,19,1,1
3,Nargacuga,Special Arena: MR Nargacuga,Aqua (tigana0210),"02'36""06",156.06,Hammer,PC,20,20,1,1
3,Nargacuga,Special Arena: MR Nargacuga,めておら (Meteor),"02'36""90",156.9,SnS,PS4,21,21,3,3
3,Nargacuga,Special Arena: MR Nargacuga,21firered ,"02'37""70",157.7,CB,PC,22,22,2,2
3,Nargacuga,Special Arena: MR Nargacuga,AkantoreX,"02'37""91",157.91,CB,PC,23,23,3,3
3,Nargacuga,Special Arena: MR Nargacuga,Millan Rain,"02'38""71",158.71,Bow,PS4,24,24,5,5
3,Nargacuga,Special Arena: MR Nargacuga,fatalisrx,"02'40""28",160.28,GS,PC,25,25,2,2
3,Nargacuga,Special Arena: MR Nargacuga,factory super,"02'40""59",160.59,SA,PC,26,26,1,1
3,Nargacuga,Special Arena: MR Nargacuga,Arthur (肉卷大大),"02'40""95",160.95,DB,PS4,27,27,4,4
3,Nargacuga,Special Arena: MR Nargacuga,VentusX,"02'42""15",162.15,LS,PC,28,28,3,3
3,Nargacuga,Special Arena: MR Nargacuga,Orion,"02'43""46",163.46,CB,PC,29,29,4,4
3,Nargacuga,Special Arena: MR Nargacuga,KurisuFutoi,"02'44""78",164.78,Bow,PC,30,30,6,6
3,Nargacuga,Special Arena: MR Nargacuga,buk,"02'45""40",165.4,CB,Xbox,31,31,5,5
3,Nargacuga,Special Arena: MR Nargacuga,贞德,"02'45""93",165.93,GL,PC,32,32,1,1
3,Nargacuga,Special Arena: MR Nargacuga,はやと (Hayato),"02'46""83",166.83,Bow,PS4,33,33,7,7
3,Nargacuga,Special Arena: MR Nargacuga,霞绫,"02'48""35",168.35,LS,PC,34,34,4,4
3,Nargacuga,Special Arena: MR Nargacuga,Fay,"02'48""51",168.51,Bow,PS4,35,35,8,8
3,Nargacuga,Special Arena: MR Nargacuga,Devil,"02'48""91",168.91,LS,PC,36,36,5,5
3,Nargacuga,Special Arena: MR Nargacuga,Rainy,"02'49""26",169.26,CB,PS4,37,37,6,6
3,Nargacuga,Special Arena: MR Nargacuga,笑さん (warasan),"02'49""53",169.53,Hammer,PS4,38,38,2,2
3,Nargacuga,Special Arena: MR Nargacuga,Zook,"02'50""20",170.2,HH,PC,39,39,1,1
3,Nargacuga,Special Arena: MR Nargacuga,Caolan Berg,"02'53""26",173.26,SA,PS4,40,40,2,2
3,Nargacuga,Special Arena: MR Nargacuga,Caolan Berg,"02'53""78",173.78,Hammer,PS4,41,41,3,3
3,Nargacuga,Special Arena: MR Nargacuga,诗皖丶 (Shivan),"02'54""16",174.16,LS,PC,42,42,6,6
3,Nargacuga,Special Arena: MR Nargacuga,Mugime,"02'55""93",175.93,Bow,PS4,43,43,9,9
3,Nargacuga,Special Arena: MR Nargacuga,めておら (Meteor),"02'56""40",176.4,Hammer,PS4,44,44,4,4
3,Nargacuga,Special Arena: MR Nargacuga,Deaga,"02'56""61",176.61,SnS,PS4,45,45,4,4
3,Nargacuga,Special Arena: MR Nargacuga,ぜん (Zen),"02'58""81",178.81,DB,PS4,46,46,5,5
3,Nargacuga,Special Arena: MR Nargacuga,さとう ( Haruka ),"03'03""51",183.51,CB,PC,47,47,7,7
3,Nargacuga,Special Arena: MR Nargacuga,Zero Judgement,"03'05""35",185.35,Lance,PC,48,48,1,1
3,Nargacuga,Special Arena: MR Nargacuga,Orion,"03'06""41",186.41,SA,PC,49,49,3,3
3,Nargacuga,Special Arena: MR Nargacuga,J,"03'07""48",187.48,LS,PS4,50,50,7,7
3,Nargacuga,Special Arena: MR Nargacuga,Extramanu,"03'09""41",189.41,Lance,PC,51,51,2,2
3,Nargacuga,Special Arena: MR Nargacuga,Dough Dragons,"03'09""43",189.43,LS,PC,52,52,8,8
3,Nargacuga,Special Arena: MR Nargacuga,团子君23333,"03'09""70",189.7,LS,PS4,53,53,9,9
3,Nargacuga,Special Arena: MR Nargacuga,ちゃん (Chang),"03'09""95",189.95,CB,PS4,54,54,8,8
3,Nargacuga,Special Arena: MR Nargacuga,Orion,"03'12""28",192.28,HH,PC,55,55,2,2
3,Nargacuga,Special Arena: MR Nargacuga,Danverson（蛋源）,"03'12""35",192.35,HH,PC,56,56,3,3
3,Nargacuga,Special Arena: MR Nargacuga,AITE,"03'12""70",192.7,Hammer,PS4,57,57,5,5
3,Nargacuga,Special Arena: MR Nargacuga,香子兰 (Vanilla),"03'14""70",194.7,DB,PS4,58,58,6,6
3,Nargacuga,Special Arena: MR Nargacuga,Vita,"03'15""46",195.46,SA,PS4,59,59,4,4
3,Nargacuga,Special Arena: MR Nargacuga,Cookoutfan,"03'15""48",195.48,IG,PS4,60,60,2,2
3,Nargacuga,Special Arena: MR Nargacuga,小绿,"03'15""99",195.99,SA,PS4,61,61,5,5
3,Nargacuga,Special Arena: MR Nargacuga,Ghana,"03'16""86",196.86,LBG,PS4,62,62,3,3
3,Nargacuga,Special Arena: MR Nargacuga,Just Shaded,"03'17""96",197.96,Bow,Xbox,63,63,10,10
3,Nargacuga,Special Arena: MR Nargacuga,ryoko,"03'18""33",198.33,LS,PS4,64,64,10,10
3,Nargacuga,Special Arena: MR Nargacuga,Jun,"03'18""99",198.99,CB,PS4,65,65,9,9
3,Nargacuga,Special Arena: MR Nargacuga,Comi古見,"03'19""16",199.16,HH,PC,66,66,4,4
3,Nargacuga,Special Arena: MR Nargacuga,ココ (coco),"03'19""85",199.85,IG,PS4,67,67,3,3
3,Nargacuga,Special Arena: MR Nargacuga,Fad,"03'20""65",200.65,GS,PC,68,68,3,3
3,Nargacuga,Special Arena: MR Nargacuga,臭渔烂虾,"03'21""03",201.03,Lance,PC,69,69,3,3
3,Nargacuga,Special Arena: MR Nargacuga,Mistil,"03'21""88",201.88,GS,PC,70,70,4,4
3,Nargacuga,Special Arena: MR Nargacuga,Attacker,"03'23""03",203.03,DB,PS4,71,71,7,7
3,Nargacuga,Special Arena: MR Nargacuga,KCGemini,"03'24""73",204.73,Lance,PS4,72,72,4,4
3,Nargacuga,Special Arena: MR Nargacuga,郁闷的岚龙,"03'26""28",206.28,HH,PC,73,73,5,5
3,Nargacuga,Special Arena: MR Nargacuga,AmaDEUS_225,"03'26""58",206.58,HH,PS4,74,74,6,6
3,Nargacuga,Special Arena: MR Nargacuga,KyomunoZero (虚無のぜろ),"03'29""16",209.16,LS,PS4,75,75,11,11
3,Nargacuga,Special Arena: MR Nargacuga,yinyin lai,"03'30""55",210.55,CB,PS4,76,76,10,10
3,Nargacuga,Special Arena: MR Nargacuga,無敵斬,"03'30""99",210.99,GS,PC,77,77,5,5
3,Nargacuga,Special Arena: MR Nargacuga,TSC,"03'31""81",211.81,Hammer,PS4,78,78,6,6
3,Nargacuga,Special Arena: MR Nargacuga,贝塔,"03'34""99",214.99,GS,PC,79,79,6,6
3,Nargacuga,Special Arena: MR Nargacuga,taters,"03'36""46",216.46,IG,PC,80,80,4,4
3,Nargacuga,Special Arena: MR Nargacuga,LOSER,"03'36""48",216.48,HH,PS4,81,81,7,7
3,Nargacuga,Special Arena: MR Nargacuga,TokekTokek,"03'41""53",221.53,Hammer,PS4,82,82,7,7
3,Nargacuga,Special Arena: MR Nargacuga,Just Shaded,"03'41""71",221.71,IG,Xbox,83,83,5,5
3,Nargacuga,Special Arena: MR Nargacuga,R Zonda,"03'45""20",225.2,Hammer,PS4,84,84,8,8
3,Nargacuga,Special Arena: MR Nargacuga,Masamune Mego,"03'45""43",225.43,CB,PS4,85,85,11,11
3,Nargacuga,Special Arena: MR Nargacuga,ばろ (Baro),"03'46""18",226.18,IG,PS4,86,86,6,6
