Star Rating,Monster Name,Quest,Runner,Time,Time (s),Weapon,Platform,Ruleset,Monster/General,Quest/General,Monster/Weapon,Quest/Weapon
4,Black Diablos,Special Arena: MR Black Diablos,Farah,"02'12""23",132.23,DB,PS4,Freestyle,14,12,1,1
4,Black Diablos,Piercing Black,Rome,"02'13""99",133.99,HBG,PC,Freestyle,15,3,5,1
4,Black Diablos,Special Arena: MR Black Diablos,始初的轻语,"02'14""46",134.46,Bow,PC,Freestyle,16,13,5,4
4,Black Diablos,Special Arena: MR Black Diablos,冰凌银爵,"02'14""56",134.56,Bow,PC,TA Rules,17,14,6,5
4,Black Diablos,Piercing Black,naxy,"02'18""08",138.08,CB,PC,Freestyle,18,4,3,2
4,Black Diablos,Special Arena: MR Black Diablos,Fataripper,"02'18""65",138.65,DB,PS4,Freestyle,19,15,2,2
4,Black Diablos,Special Arena: MR Black Diablos,Virkiato,"02'19""40",139.4,CB,PC,Freestyle,20,16,4,2
4,Black Diablos,Special Arena: MR Black Diablos,Crimdawgx,"02'19""53",139.53,GS,PC,Freestyle,21,17,1,1
4,Black Diablos,Special Arena: MR Black Diablos,VANS,"02'19""55",139.55,HBG,PC,Freestyle,22,18,6,5
4,Black Diablos,Special Arena: MR Black Diablos,Bianchimani36,"02'20""05",140.05,CB,PS4,Freestyle,23,19,5,3
4,Black Diablos,Special Arena: MR Black Diablos,はおー (Haoh),"02'21""81",141.81,LBG,PS4,Freestyle,24,20,4,4
4,Black Diablos,Special Arena: MR Black Diablos,栗子明明很美味啊,"02'25""59",145.59,LBG,PC,TA Rules,25,21,5,5
4,Black Diablos,Special Arena: MR Black Diablos,Refill  (リフィル),"02'27""01",147.01,Bow,PS4,Freestyle,26,22,7,6
4,Black Diablos,Special Arena: MR Black Diablos,E.M.T,"02'29""33",149.33,Bow,PC,TA Rules,27,23,8,7
4,Black Diablos,Special Arena: MR Black Diablos,ラギア (Ragia),"02'34""08",154.08,Bow,PS4,Freestyle,28,24,9,8
4,Black Diablos,Special Arena: MR Black Diablos,Lara,"02'37""51",157.51,CB,PS4,Freestyle,29,25,6,4
4,Black Diablos,Special Arena: MR Black Diablos,Vivern96,"02'39""75",159.75,SA,PC,Freestyle,30,26,1,1
4,Black Diablos,Special Arena: MR Black Diablos,Hoaquinn,"02'40""93",160.93,LBG,PC,TA Rules,31,27,6,6
4,Black Diablos,Special Arena: MR Black Diablos,0口0 (WeeeXD),"02'41""38",161.38,GS,PC,Freestyle,32,28,2,2
4,Black Diablos,Special Arena: MR Black Diablos,Dune,"02'42""63",162.63,CB,PS4,Freestyle,33,29,7,5
4,Black Diablos,Special Arena: MR Black Diablos,Kikitoudur,"02'44""20",164.2,SA,PS4,Freestyle,34,30,2,2
4,Black Diablos,Piercing Black,N1gen,"02'48""26",168.26,LBG,PS4,Freestyle,35,5,7,1
4,Black Diablos,Special Arena: MR Black Diablos,Greed Gaming,"02'50""20",170.2,LBG,PS4,Freestyle,36,31,8,7
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"02'50""85",170.85,DB,PC,Freestyle,37,32,3,3
4,Black Diablos,Special Arena: MR Black Diablos,トモキ (Tomoki),"02'53""31",173.31,LBG,PS4,TA Rules,38,33,9,8
4,Black Diablos,Special Arena: MR Black Diablos,Black Reaper,"02'54""91",174.91,DB,PS4,Freestyle,39,34,4,4
4,Black Diablos,Special Arena: MR Black Diablos, Mai LBG,"02'57""48",177.48,HBG,PS4,TA Rules,40,35,7,6
4,Black Diablos,Special Arena: MR Black Diablos,RocksteadyIsMyDaddy,"02'57""88",177.88,CB,PS4,TA Rules,41,36,8,6
4,Black Diablos,Piercing Black,Stone_Lipa（怕君）,"02'58""99",178.99,LS,PC,Freestyle,42,6,1,1
4,Black Diablos,Special Arena: MR Black Diablos,HKMH Archer,"03'03""99",183.99,Bow,PS4,Freestyle,43,37,10,9
4,Black Diablos,In the Heat of the Moment,Fataripper,"03'05""30",185.3,Hammer,PS4,Freestyle,44,1,1,1
4,Black Diablos,Piercing Black,Fataripper,"03'05""30",185.3,Hammer,PS4,Freestyle,45,7,2,1
4,Black Diablos,Special Arena: MR Black Diablos,Blazek,"03'05""66",185.66,SnS,PS4,Freestyle,46,38,1,1
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'08""71",188.71,GS,PC,Freestyle,47,39,3,3
4,Black Diablos,Special Arena: MR Black Diablos,動物愛護団体(UARAKI_SSW),"03'10""50",190.5,CB,PS4,TA Rules,48,40,9,7
4,Black Diablos,Special Arena: MR Black Diablos,Pochi,"03'17""48",197.48,IG,PS4,Freestyle,49,41,1,1
4,Black Diablos,Special Arena: MR Black Diablos,Huuuch_,"03'21""15",201.15,LBG,PS4,TA Rules,50,42,10,9
4,Black Diablos,Special Arena: MR Black Diablos,TyOx MH,"03'21""23",201.23,GL,Xbox,Freestyle,51,43,1,1
4,Black Diablos,Special Arena: MR Black Diablos,Rbx Vgames,"03'25""76",205.76,LS,PS4,Freestyle,52,44,2,1
4,Black Diablos,Special Arena: MR Black Diablos, PongPong LEE,"03'26""99",206.99,LBG,PS4,Freestyle,53,45,11,10
4,Black Diablos,Special Arena: MR Black Diablos,王小卷,"03'27""51",207.51,SA,PC,Freestyle,54,46,3,3
4,Black Diablos,Special Arena: MR Black Diablos,Stone_Lipa（怕君）,"03'28""81",208.81,LS,PC,TA Rules,55,47,3,2
4,Black Diablos,Special Arena: MR Black Diablos,Biggs,"03'28""99",208.99,CB,PS4,TA Rules,56,48,10,8
4,Black Diablos,Special Arena: MR Black Diablos,luna,"03'29""25",209.25,LBG,PS4,Freestyle,57,49,12,11
4,Black Diablos,Piercing Black,Regy Sagara,"03'30""23",210.23,DB,PS4,Freestyle,58,8,5,1
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'30""81",210.81,LS,PC,Freestyle,59,50,4,3
4,Black Diablos,Special Arena: MR Black Diablos,Ogarddrago,"03'43""50",223.5,SA,PC,Freestyle,60,51,4,4
4,Black Diablos,Special Arena: MR Black Diablos,Right,"03'44""60",224.6,HBG,PS4,Freestyle,61,52,8,7
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'52""03",232.03,Hammer,PC,Freestyle,62,53,3,1
4,Black Diablos,Special Arena: MR Black Diablos,Saico,"03'52""33",232.33,Bow,PS4,TA Rules,63,54,11,10
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'54""51",234.51,Lance,PC,Freestyle,64,55,1,1
4,Black Diablos,Special Arena: MR Black Diablos,Sculptor91,"03'54""93",234.93,LS,PS4,Freestyle,65,56,5,4
4,Black Diablos,Special Arena: MR Black Diablos,P!ngz-,"03'55""28",235.28,HBG,PS4,TA Rules,66,57,9,8
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'55""46",235.46,HH,PC,Freestyle,67,58,1,1
4,Black Diablos,Special Arena: MR Black Diablos,Arthur (肉卷大大),"04'00""58",240.58,DB,PS4,TA Rules,68,59,6,5
4,Black Diablos,Special Arena: MR Black Diablos,テル (teru),"04'03""73",243.73,LBG,PS4,Freestyle,69,60,13,12
4,Black Diablos,Special Arena: MR Black Diablos, Mai LBG,"04'11""70",251.7,LBG,PS4,TA Rules,70,61,14,13
4,Black Diablos,Special Arena: MR Black Diablos,Mistil,"04'19""98",259.98,GS,PC,TA Rules,71,62,4,4
4,Black Diablos,Special Arena: MR Black Diablos,ryoko,"04'21""13",261.13,SA,PS4,Freestyle,72,63,5,5
4,Black Diablos,Special Arena: MR Black Diablos,SDHunter,"04'21""85",261.85,SA,PS4,Freestyle,73,64,6,6
4,Black Diablos,Special Arena: MR Black Diablos,CeraCymmetry,"04'36""50",276.5,CB,PS4,TA Rules,74,65,11,9
4,Black Diablos,Special Arena: MR Black Diablos,Dandy,"04'41""16",281.16,CB,PS4,TA Rules,75,66,12,10
4,Black Diablos,Special Arena: MR Black Diablos,BOBO,"04'43""16",283.16,LS,PC,TA Rules,76,67,6,5
4,Black Diablos,Special Arena: MR Black Diablos,Anne Luca,"04'46""76",286.76,LS,PS4,TA Rules,77,68,7,6
4,Black Diablos,Special Arena: MR Black Diablos,Alex_,"04'56""06",296.06,Lance,PC,TA Rules,78,69,2,2
4,Black Diablos,Special Arena: MR Black Diablos,弗丁shushu (fuding),"04'56""86",296.86,Hammer,PC,TA Rules,79,70,4,2
4,Black Diablos,Special Arena: MR Black Diablos,♔ Supernerd,"05'05""18",305.18,SA,PC,TA Rules,80,71,7,7
4,Black Diablos,Special Arena: MR Black Diablos,Dichie Shiori,"05'20""38",320.38,Lance,PS4,TA Rules,81,72,3,3
4,Black Diablos,Special Arena: MR Black Diablos,个远点,"05'39""10",339.1,IG,PS4,TA Rules,82,73,2,2
4,Black Diablos,Special Arena: MR Black Diablos,Rbx Vgames,"06'09""26",369.26,GL,PS4,Freestyle,83,74,2,2
4,Black Diablos,Special Arena: MR Black Diablos,The Worst Speedrunner,"06'13""76",373.76,HH,PS4,Freestyle,84,75,2,2
4,Black Diablos,Piercing Black,Dichie Shiori,"06'27""45",387.45,Lance,PS4,TA Rules,85,9,4,1
4,Black Diablos,Piercing Black,Dichie Shiori,"06'40""96",400.96,LS,PS4,TA Rules,86,10,8,2
4,Black Diablos,Special Arena: MR Black Diablos,Taxman,"07'07""23",427.23,HH,PC,TA Rules,87,76,3,3
4,Black Diablos,Special Arena: MR Black Diablos,String,"07'25""03",445.03,Lance,PC,TA Rules,88,77,5,4
4,Black Diablos,Special Arena: MR Black Diablos,The Worst Speedrunner,"07'45""11",465.11,Lance,PS4,Freestyle,89,78,6,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Crimdawgx,"01'42""15",102.15,GS,PC,Freestyle,1,1,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Tidus69,"01'49""70",109.7,Bow,PC,Freestyle,2,2,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,DEVA,"01'55""90",115.9,DB,PC,Freestyle,3,3,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,牛牛,"02'05""28",125.28,HBG,PC,Freestyle,4,4,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,GunGai,"02'06""10",126.1,LBG,PC,Freestyle,5,5,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Vivern96,"02'07""76",127.76,SA,PC,Freestyle,6,6,1,1
4,Ebony Odogaron,A Shadowy Offender,Tii Eleven,"02'11""56",131.56,CB,PS4,Freestyle,7,1,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,HCZS,"02'11""88",131.88,CB,PC,Freestyle,8,7,2,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Saico,"02'13""63",133.63,Bow,PC,TA Rules,9,8,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,cybe.rspace,"02'16""81",136.81,DB,PC,Freestyle,10,9,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Black Reaper,"02'16""93",136.93,DB,PS4,Freestyle,11,10,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Vunusa,"02'17""48",137.48,DB,PC,Freestyle,12,11,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,早餐奶 (airA),"02'18""33",138.33,HBG,PC,TA Rules,13,12,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,疯语 (MadWord),"02'19""21",139.21,CB,PC,Freestyle,14,13,3,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,王小卷,"02'23""81",143.81,SA,PC,Freestyle,15,14,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Rolltorest,"02'24""55",144.55,LBG,PS4,Freestyle,16,15,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,LS_Aibo,"02'25""36",145.36,Bow,PC,TA Rules,17,16,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,._.Moni._.,"02'29""45",149.45,Bow,PC,TA Rules,18,17,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,TBT,"02'32""41",152.41,LBG,PC,TA Rules,19,18,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,ネコがみ (Nekogami Kuroha),"02'34""00",154.0,Bow,PS4,TA Rules,20,19,5,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,专业烤肉20年,"02'35""78",155.78,LS,PC,TA Rules,21,20,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Fataripper,"02'38""30",158.3,Hammer,PS4,Freestyle,22,21,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,AkantoreX,"02'41""21",161.21,CB,PC,TA Rules,23,22,4,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,GhostCortex,"02'42""16",162.16,DB,PS4,TA Rules,24,23,5,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,アフロさん (Aphrodite),"02'47""08",167.08,LS,PS4,TA Rules,25,24,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Pochi,"02'48""46",168.46,IG,PS4,Freestyle,26,25,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Glucosio,"02'49""66",169.66,Hammer,PS4,TA Rules,27,26,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Fataripper,"02'50""51",170.51,HH,PS4,Freestyle,28,27,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Ogarddrago,"02'50""51",170.51,SA,PC,Freestyle,29,28,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,りざRZX,"02'50""93",170.93,Bow,PS4,TA Rules,30,29,6,6
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Aqua (tigana0210),"02'54""26",174.26,Hammer,PS4,TA Rules,31,30,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Blazek,"02'54""28",174.28,SnS,PS4,Freestyle,32,31,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Fay,"02'56""60",176.6,Bow,PS4,TA Rules,33,32,7,7
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,泉一,"02'57""43",177.43,DB,PC,Freestyle,34,33,6,6
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Aramii,"02'57""51",177.51,CB,PC,Freestyle,35,34,5,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Fox Invictus,"03'00""93",180.93,SA,PS4,Freestyle,36,35,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,SDHunter,"03'02""50",182.5,SA,PS4,Freestyle,37,36,5,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,slime,"03'04""58",184.58,SnS,PC,TA Rules,38,37,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,红烧黑脸,"03'05""08",185.08,Lance,PC,TA Rules,39,38,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,DarK_WolF_924,"03'07""08",187.08,CB,PS4,TA Rules,40,39,6,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,CieL,"03'07""76",187.76,Hammer,PS4,TA Rules,41,40,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,twiknight,"03'14""88",194.88,DB,PS4,TA Rules,42,41,7,7
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Cog Vokan,"03'18""13",198.13,SnS,PC,TA Rules,43,42,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,VentusX,"03'20""83",200.83,LS,PC,TA Rules,44,43,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Xan,"03'21""20",201.2,GS,PS4,TA Rules,45,44,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Tom,"03'22""90",202.9,CB,PC,TA Rules,46,45,7,6
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,TyOx MH,"03'24""61",204.61,GL,Xbox,Freestyle,47,46,1,1
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,hitoshi,"03'25""15",205.15,LS,PS4,TA Rules,48,47,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,shota (ショータ),"03'28""83",208.83,LBG,PS4,Freestyle,49,48,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,YU_SU,"03'32""91",212.91,LS,PC,TA Rules,50,49,5,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,AkantoreX,"03'33""99",213.99,GS,PC,TA Rules,51,50,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,jugg,"03'34""80",214.8,Hammer,PS4,TA Rules,52,51,5,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,YU CHIAU JIANG,"03'35""11",215.11,DB,PS4,TA Rules,53,52,8,8
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Xan,"03'39""81",219.81,GL,PS4,TA Rules,54,53,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Cyber_bird,"03'40""15",220.15,SA,PS4,TA Rules,55,54,6,6
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Phemeto,"03'42""60",222.6,LBG,PS4,TA Rules,56,55,5,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Elansil,"03'46""21",226.21,CB,PC,TA Rules,57,56,8,7
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,RocksteadyIsMyDaddy,"03'46""66",226.66,CB,PS4,TA Rules,58,57,9,8
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Photowork,"03'47""46",227.46,CB,PS4,TA Rules,59,58,10,9
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Shiro,"03'49""55",229.55,GS,PS4,TA Rules,60,59,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,えのころぐさ (Enokorogusa),"03'50""53",230.53,CB,PS4,TA Rules,61,60,11,10
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,iwa,"03'50""70",230.7,CB,PS4,TA Rules,62,61,12,11
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron, Mai LBG,"03'51""58",231.58,LBG,PS4,TA Rules,63,62,6,6
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,ryoko,"03'52""36",232.36,SA,PS4,Freestyle,64,63,7,7
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Agirao,"03'54""78",234.78,GS,PS4,TA Rules,65,64,5,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Synergy Mygos,"03'58""56",238.56,LS,PS4,TA Rules,66,65,6,6
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,アフロさん (Aphrodite),"04'00""23",240.23,Lance,PS4,TA Rules,67,66,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,jugg,"04'04""13",244.13,SA,PS4,TA Rules,68,67,8,8
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,めがーぬ (Meganu),"04'10""06",250.06,HH,PS4,TA Rules,69,68,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Rainy,"04'10""93",250.93,CB,PS4,TA Rules,70,69,13,12
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,PortalFreak,"04'16""50",256.5,SA,PC,TA Rules,71,70,9,9
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Crukkz,"04'20""41",260.41,IG,PC,TA Rules,72,71,2,2
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,KCGemini,"04'22""95",262.95,Lance,PS4,TA Rules,73,72,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,CeraCymmetry,"04'26""55",266.55,Hammer,PS4,Freestyle,74,73,6,6
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,梭梭m,"04'27""99",267.99,IG,PS4,TA Rules,75,74,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Hot Dog,"04'28""33",268.33,IG,PS4,TA Rules,76,75,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Parallax,"04'28""55",268.55,Hammer,PS4,TA Rules,77,76,7,7
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,CantaPerMe,"04'30""73",270.73,LS,PS4,TA Rules,78,77,7,7
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Deaga,"04'32""65",272.65,SA,PS4,Freestyle,79,78,10,10
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,ちぇりお (Chierio),"04'34""78",274.78,SnS,PS4,Freestyle,80,79,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,ふな,"04'37""51",277.51,CB,PS4,TA Rules,81,80,14,13
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Leon,"04'48""31",288.31,CB,PS4,TA Rules,82,81,15,14
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,delbuster,"04'48""93",288.93,LBG,PS4,TA Rules,83,82,7,7
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,LOSER,"04'51""83",291.83,HH,PS4,TA Rules,84,83,3,3
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,AmaDEUS_225,"04'57""28",297.28,HH,PS4,TA Rules,85,84,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,woodfishman,"05'06""38",306.38,Lance,PS4,TA Rules,86,85,4,4
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Utopia,"05'58""31",358.31,IG,PS4,TA Rules,87,86,5,5
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,BBDW,"06'28""33",388.33,GS,PS4,TA Rules,88,87,6,6
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,JJBOOMSKY,"01'11""85",71.85,HBG,PC,Freestyle,1,1,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Randel Daora,"01'13""43",73.43,HBG,PS4,Freestyle,2,2,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Mystia⭐ (小碎骨w),"01'34""48",94.48,Bow,PC,Freestyle,3,3,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,GunGai,"01'37""46",97.46,LBG,PC,Freestyle,4,4,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Kanako,"01'42""21",102.21,Bow,PC,Freestyle,5,5,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,VANS,"01'44""95",104.95,HBG,PC,Freestyle,6,6,3,3
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,CutieHunter,"01'45""11",105.11,HBG,PS4,Freestyle,7,7,4,4
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Crimdawgx,"01'45""98",105.98,GS,PC,Freestyle,8,8,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,tatsuffy,"01'47""30",107.3,HBG,PS4,Freestyle,9,9,5,5
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,0口0 (WeeeXD),"02'02""85",122.85,GS,PC,Freestyle,10,10,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Ruse,"02'07""46",127.46,SA,PC,Freestyle,11,11,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Kikitoudur,"02'08""88",128.88,Bow,PS4,Freestyle,12,12,3,3
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,TBT,"02'10""06",130.06,LBG,PC,TA Rules,13,13,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Rolltorest,"02'10""51",130.51,LBG,PC,TA Rules,14,14,3,3
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,YYGGBOND,"02'12""68",132.68,Bow,PC,TA Rules,15,15,4,4
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Snooperoofle,"02'19""45",139.45,Bow,PC,TA Rules,16,16,5,5
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,SG K,"02'20""55",140.55,GS,PS4,Freestyle,17,17,3,3
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Vivern96,"02'21""73",141.73,SA,PC,Freestyle,18,18,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,はおー (Haoh),"02'22""18",142.18,LBG,PS4,Freestyle,19,19,4,4
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,非法打猎,"02'24""99",144.99,GS,PS4,Freestyle,20,20,4,4
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,HCZS,"02'27""03",147.03,CB,PS4,Freestyle,21,21,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Fataripper,"02'32""88",152.88,SA,PS4,Freestyle,22,22,3,3
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,王小卷,"02'34""75",154.75,SA,PC,Freestyle,23,23,4,4
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,TyOx MH,"02'34""93",154.93,GL,Xbox,Freestyle,24,24,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Polluce ,"02'39""76",159.76,HBG,PS4,Freestyle,25,25,6,6
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Fataripper,"02'40""38",160.38,Hammer,PS4,Freestyle,26,26,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,dufte,"02'46""98",166.98,LS,PC,TA Rules,27,27,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Ogarddrago,"02'54""41",174.41,SA,PC,Freestyle,28,28,5,5
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Glucosio,"02'54""73",174.73,CB,PS4,Freestyle,29,29,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,ふつきん (Futsukin),"02'55""60",175.6,Bow,PS4,TA Rules,30,30,6,6
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Danverson（蛋源）,"02'56""21",176.21,LS,PC,TA Rules,31,31,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,トモキ (Tomoki),"02'57""60",177.6,LBG,PS4,TA Rules,32,32,5,5
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Tidus69,"02'58""45",178.45,Bow,PC,TA Rules,33,33,7,7
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Vunusa,"03'02""30",182.3,Hammer,PC,Freestyle,34,34,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Guntong,"03'02""65",182.65,Bow,PC,TA Rules,35,35,8,8
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,데쿠애옹 (Izuku midoriya),"03'04""65",184.65,DB,PC,Freestyle,36,36,1,1
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,ケツの割れ目桃太 (Ketsunowarememomota),"03'05""91",185.91,LS,PS4,TA Rules,37,37,3,3
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Vunusa,"03'10""03",190.03,DB,PC,Freestyle,38,38,2,2
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,毛肚,"03'16""99",196.99,LS,PS4,Freestyle,39,39,4,4
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,Black Reaper,"03'17""63",197.63,DB,PS4,Freestyle,40,40,3,3
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,ラギア (Ragia),"03'19""03",199.03,Bow,PS4,TA Rules,41,41,9,9
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,ボム (Bomb),"03'21""70",201.7,GS,PS4,Freestyle,42,42,5,5
4,Fulgur Anjanath,Special Arena: MR Fulgur Anjanath,The Worst Speedrunner,"03'21""76",201.76,SA,PS4,Freestyle,43,43,6,6
