Star Rating,Monster Name,Quest,Runner,Time,Weapon,Platform,Ruleset
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Muffin,"02'18""06",Heavy Bowgun,PC,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,おっつ,"02'18""15",Gunlance,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Catherine,"02'18""70",Light Bowgun,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,泠风青叶,"02'19""06",Great Sword,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,LiceaserX,"02'19""20",Dual Blades,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,TyOx MH,"02'20""73",Gunlance,Xbox,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Fataripper,"02'21""60",Long Sword,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,毛肚,"02'22""99",Long Sword,PC,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,TBT,"02'24""70",Light Bowgun,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Fataripper,"02'25""00",Switch Axe,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Ogarddrago,"02'26""27",Switch Axe,PC,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Fataripper,"02'28""00",Hammer,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,HCZS,"02'28""95",Charge Blade,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,LiceaserX,"02'31""25",Dual Blades,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,21firered ,"02'37""20",Charge Blade,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Blazek,"02'37""76",Sword And Shield,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,LiceaserX,"02'38""60",Dual Blades,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Black Reaper,"02'40""48",Dual Blades,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Fataripper,"02'44""11",Hunting Horn,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,毛肚,"02'44""99",Long Sword,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Aqua (tigana0210),"02'45""75",Hammer,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,SDHunter,"02'47""28",Switch Axe,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Rbx Vgames,"02'47""40",Long Sword,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,ケツの割れ目桃太 (Ketsunowarememomota),"02'52""81",Long Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,れうすわ (Suwa Dreadking),"02'53""21",Great Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Wizard Jerry,"02'53""56",Long Sword,PC,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,さかす (Sakasu),"02'54""91",Bow,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,イノリ (Inori),"02'56""66",Gunlance,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Pochi,"02'58""05",Insect Glaive,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,疯语 (MadWord),"02'58""63",Charge Blade,PC,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,428,"03'08""00",Charge Blade,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,TheNee十白于,"03'10""90",Hammer,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Rolltorest,"03'11""18",Light Bowgun,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,无狸猫 (wulimao),"03'15""70",Lance,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,N8,"03'16""31",Long Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Sculptor91,"03'16""96",Long Sword,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,TiiEleven,"03'23""73",Charge Blade,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Datenshee,"03'27""13",Charge Blade,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,NeroZed,"03'30""78",Long Sword,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,dufte,"03'31""65",Long Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Anne Luca,"03'32""20",Long Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,ひできんぐ (hideking),"03'32""21",Dual Blades,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,N8,"03'38""51",Long Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Rolltorest,"03'40""01",Light Bowgun,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,twiknight,"03'51""86",Great Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,The Worst Speedrunner,"03'56""21",Hunting Horn,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,shima,"03'56""45",Long Sword,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,ひできんぐ (hideking),"03'57""88",Dual Blades,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Ooshinobu,"03'58""66",Great Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,sweet beru,"03'58""76",Dual Blades,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,twiknight,"03'59""73",Charge Blade,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,无狸猫 (wulimao),"04'02""80",Lance,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,张小帅很可爱,"04'04""85",Hunting Horn,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Ooshinobu,"04'13""23",Great Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,TBT,"04'16""25",Light Bowgun,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,N8,"04'19""05",Long Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Olga,"04'24""65",Hunting Horn,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,无狸猫 (wulimao),"04'26""33",Lance,PC,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,TokekTokek,"04'27""78",Hammer,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,ハシク (Hashiku),"04'27""91",Hunting Horn,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,J,"04'33""96",Long Sword,PS4,Freestyle
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Ooshinobu,"04'45""99",Great Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,EMMA,"04'46""90",Heavy Bowgun,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,P!ngz-,"04'47""30",Gunlance,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,J,"04'51""11",Long Sword,PS4,TA Rules
4,Azure Rathalos,Special Arena: MR Azure Rathalos,Fox Invictus,"05'07""60",Switch Axe,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,JJBOOMSKY,"01'30""81",Heavy Bowgun,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Dr. W,"01'31""70",Bow,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Tidus69,"01'45""60",Bow,PC,Freestyle
4,Black Diablos,Piercing Black,YRH Quiet,"01'49""71",Bow,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,GunGai,"01'49""73",Light Bowgun,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Dr. W,"01'49""85",Bow,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Jackdaw갈까마귀,"01'53""81",Heavy Bowgun,PC,Freestyle
4,Black Diablos,Piercing Black,DEVA,"02'00""23",Charge Blade,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,TBT,"02'01""91",Light Bowgun,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Kikitoudur,"02'02""63",Bow,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,愛されてドドリア (Aisaretedodoria),"02'06""40",Heavy Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Rolltorest,"02'08""30",Light Bowgun,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Kikitoudur,"02'09""85",Charge Blade,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,早餐奶 (airA),"02'11""50",Heavy Bowgun,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Farah,"02'12""23",Dual Blades,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,GunGai,"02'12""80",Light Bowgun,PC,Freestyle
4,Black Diablos,Piercing Black,Rome,"02'13""99",Heavy Bowgun,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,始初的轻语,"02'14""46",Bow,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,冰凌银爵,"02'14""56",Bow,PC,TA Rules
4,Black Diablos,Piercing Black,naxy,"02'18""08",Charge Blade,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Fataripper,"02'18""65",Dual Blades,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Virkiato,"02'19""40",Charge Blade,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Crimdawgx,"02'19""53",Great Sword,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,VANS,"02'19""55",Heavy Bowgun,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Kikitoudur,"02'19""61",Bow,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Bianchimani36,"02'20""05",Charge Blade,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,はおー (Haoh),"02'21""81",Light Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,栗子明明很美味啊,"02'25""59",Light Bowgun,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Refill  (リフィル),"02'27""01",Bow,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,TBT,"02'28""35",Light Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,E.M.T,"02'29""33",Bow,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,ラギア (Ragia),"02'34""08",Bow,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Lara,"02'37""51",Charge Blade,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Vivern96,"02'39""75",Switch Axe,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Hoaquinn,"02'40""93",Light Bowgun,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,0口0 (WeeeXD),"02'41""38",Great Sword,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Virkiato,"02'42""00",Charge Blade,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Dune,"02'42""63",Charge Blade,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Kikitoudur,"02'44""20",Switch Axe,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,GunGai,"02'47""68",Light Bowgun,PS4,Freestyle
4,Black Diablos,Piercing Black,N1gen,"02'48""26",Light Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Greed Gaming,"02'50""20",Light Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"02'50""85",Dual Blades,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,トモキ (Tomoki),"02'53""31",Light Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,E.M.T,"02'54""06",Bow,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Black Reaper,"02'54""91",Dual Blades,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos, Mai LBG,"02'57""48",Heavy Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,RocksteadyIsMyDaddy,"02'57""88",Charge Blade,PS4,TA Rules
4,Black Diablos,Piercing Black,Stone_Lipa（怕君）,"02'58""99",Long Sword,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,HKMH Archer,"03'03""99",Bow,PS4,Freestyle
4,Black Diablos,Piercing Black,Fataripper,"03'05""30",Hammer,PS4,Freestyle
4,Black Diablos,In the Heat of the Moment,Fataripper,"03'05""30",Hammer,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Blazek,"03'05""66",Sword And Shield,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Farah,"03'05""85",Dual Blades,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'08""71",Great Sword,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,動物愛護団体(UARAKI_SSW),"03'10""50",Charge Blade,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,RocksteadyIsMyDaddy,"03'11""46",Charge Blade,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Pochi,"03'17""48",Insect Glaive,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Huuuch_,"03'21""15",Light Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,TyOx MH,"03'21""23",Gunlance,Xbox,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Rbx Vgames,"03'25""76",Long Sword,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos, PongPong LEE,"03'26""99",Light Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,王小卷,"03'27""51",Switch Axe,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Stone_Lipa（怕君）,"03'28""81",Long Sword,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Biggs,"03'28""99",Charge Blade,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,luna,"03'29""25",Light Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Rbx Vgames,"03'29""76",Long Sword,PS4,Freestyle
4,Black Diablos,Piercing Black,Regy Sagara,"03'30""23",Dual Blades,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'30""81",Long Sword,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Ogarddrago,"03'43""50",Switch Axe,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Right,"03'44""60",Heavy Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'52""03",Hammer,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Saico,"03'52""33",Bow,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'54""51",Lance,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Sculptor91,"03'54""93",Long Sword,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos, PongPong LEE,"03'54""99",Light Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,P!ngz-,"03'55""28",Heavy Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"03'55""46",Hunting Horn,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Stone_Lipa（怕君）,"03'57""99",Long Sword,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Arthur (肉卷大大),"04'00""58",Dual Blades,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"04'01""15",Great Sword,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,テル (teru),"04'03""73",Light Bowgun,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos, Mai LBG,"04'10""28",Heavy Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos, PongPong LEE,"04'10""99",Light Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos, Mai LBG,"04'11""70",Light Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Mistil,"04'19""98",Great Sword,PC,TA Rules
4,Black Diablos,Piercing Black,Stone_Lipa（怕君）,"04'20""41",Long Sword,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,ryoko,"04'21""13",Switch Axe,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,SDHunter,"04'21""85",Switch Axe,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,CeraCymmetry,"04'36""50",Charge Blade,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Dandy,"04'41""16",Charge Blade,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,BOBO,"04'43""16",Long Sword,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,トモキ (Tomoki),"04'44""08",Light Bowgun,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Anne Luca,"04'46""76",Long Sword,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Alex_,"04'56""06",Lance,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Mistil,"04'56""21",Great Sword,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,弗丁shushu (fuding),"04'56""86",Hammer,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,♔ Supernerd,"05'05""18",Switch Axe,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"05'06""91",Hunting Horn,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Dichie Shiori,"05'20""38",Lance,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Biggs,"05'29""70",Charge Blade,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,个远点,"05'39""10",Insect Glaive,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Mistil,"05'53""46",Great Sword,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Rbx Vgames,"06'09""26",Gunlance,PS4,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,The Worst Speedrunner,"06'13""76",Hunting Horn,PS4,Freestyle
4,Black Diablos,Piercing Black,Dichie Shiori,"06'27""45",Lance,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"06'31""08",Lance,PC,Freestyle
4,Black Diablos,Piercing Black,Dichie Shiori,"06'40""96",Long Sword,PS4,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Vunusa,"07'00""86",Lance,PC,Freestyle
4,Black Diablos,Special Arena: MR Black Diablos,Taxman,"07'07""23",Hunting Horn,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,String,"07'25""03",Lance,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,Taxman,"07'42""31",Hunting Horn,PC,TA Rules
4,Black Diablos,Special Arena: MR Black Diablos,The Worst Speedrunner,"07'45""11",Lance,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Crimdawgx,"01'42""15",Great Sword,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Tidus69,"01'49""70",Bow,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,DEVA,"01'55""90",Dual Blades,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Crimdawgx,"01'57""63",Great Sword,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,牛牛,"02'05""28",Heavy Bowgun,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,GunGai,"02'06""10",Light Bowgun,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Vivern96,"02'07""76",Switch Axe,PC,Freestyle
4,Ebony Odogaron,A Shadowy Offender,Tii Eleven,"02'11""56",Charge Blade,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,HCZS,"02'11""88",Charge Blade,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Saico,"02'13""63",Bow,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,cybe.rspace,"02'16""81",Dual Blades,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Black Reaper,"02'16""93",Dual Blades,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Vunusa,"02'17""48",Dual Blades,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,早餐奶 (airA),"02'18""33",Heavy Bowgun,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,疯语 (MadWord),"02'19""21",Charge Blade,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Crimdawgx,"02'19""53",Great Sword,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,王小卷,"02'23""81",Switch Axe,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Rolltorest,"02'24""55",Light Bowgun,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,LS_Aibo,"02'25""36",Bow,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,._.Moni._.,"02'29""45",Bow,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,TBT,"02'32""41",Light Bowgun,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,ネコがみ (Nekogami Kuroha),"02'34""00",Bow,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,._.Moni._.,"02'34""75",Bow,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,专业烤肉20年,"02'35""78",Long Sword,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,专业烤肉20年,"02'38""05",Long Sword,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Fataripper,"02'38""30",Hammer,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,AkantoreX,"02'41""21",Charge Blade,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,GhostCortex,"02'42""16",Dual Blades,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,アフロさん (Aphrodite),"02'47""08",Long Sword,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,HCZS,"02'47""51",Charge Blade,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Pochi,"02'48""46",Insect Glaive,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Glucosio,"02'49""66",Hammer,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Fataripper,"02'50""51",Hunting Horn,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Ogarddrago,"02'50""51",Switch Axe,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,りざRZX,"02'50""93",Bow,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Aqua (tigana0210),"02'54""26",Hammer,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Blazek,"02'54""28",Sword And Shield,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Fay,"02'56""60",Bow,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,泉一,"02'57""43",Dual Blades,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Aramii,"02'57""51",Charge Blade,PC,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Fox Invictus,"03'00""93",Switch Axe,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,SDHunter,"03'02""50",Switch Axe,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,アフロさん (Aphrodite),"03'03""50",Long Sword,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,slime,"03'04""58",Sword And Shield,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,红烧黑脸,"03'05""08",Lance,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,DarK_WolF_924,"03'07""08",Charge Blade,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,CieL,"03'07""76",Hammer,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,twiknight,"03'14""88",Dual Blades,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,CieL,"03'17""26",Hammer,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Cog Vokan,"03'18""13",Sword And Shield,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,GunGai,"03'18""65",Light Bowgun,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,VentusX,"03'20""83",Long Sword,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Xan,"03'21""20",Great Sword,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Tom,"03'22""90",Charge Blade,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,アフロさん (Aphrodite),"03'23""20",Long Sword,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,TyOx MH,"03'24""61",Gunlance,Xbox,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,hitoshi,"03'25""15",Long Sword,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Rolltorest,"03'25""53",Light Bowgun,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,shota (ショータ),"03'28""83",Light Bowgun,PS4,Freestyle
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,TBT,"03'30""36",Light Bowgun,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,アフロさん (Aphrodite),"03'32""10",Long Sword,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,YU_SU,"03'32""91",Long Sword,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,slime,"03'33""58",Sword And Shield,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,AkantoreX,"03'33""99",Great Sword,PC,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,jugg,"03'34""80",Hammer,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,YU CHIAU JIANG,"03'35""11",Dual Blades,PS4,TA Rules
4,Ebony Odogaron,Special Arena: MR Ebony Odogaron,Xan,"03'39""81",Gunlance,PS4,TA Rules
